bhk,locality,Price,sqft,status,Possession,price_per_sqft,Age_old,bath
3,Bavdhan,1.18 Cr,1650,Under Construction,,"7,151 / sq ft",,3
3,Bavdhan,1.5 Cr,1650,Ready to move,,"9,090 / sq ft",6,2
2,Hadapsar,80 L,917,Under Construction,Possession by Mar 2023,"8,724 / sq ft",,
2,Undri,51.1 L,605,Under Construction,Possession by Nov 2020,"8,461 / sq ft",,
2,Undri,51 L,604,Under Construction,Possession by Nov 2020,"8,457 / sq ft",,
2,Undri,51.77 L,613,Under Construction,Possession by Nov 2020,"8,459 / sq ft",,
2,Undri,51.55 L,610,Under Construction,Possession by Nov 2020,"8,451 / sq ft",,
2,Undri,54.09 L,640,Under Construction,Possession by Nov 2020,"8,451 / sq ft",,
2,Undri,53.3 L,631,Under Construction,Possession by Nov 2020,"8,461 / sq ft",,
2,Undri,60.12 L,712,Under Construction,Possession by Nov 2020,"8,455 / sq ft",,
2,Undri,60.61 L,717,Under Construction,Possession by Nov 2020,"8,453 / sq ft",,
2,Undri,52.03 L,616,Under Construction,Possession by Nov 2020,"8,446 / sq ft",,
2,Undri,53.73 L,636,Under Construction,Possession by Nov 2020,"8,449 / sq ft",,
2,Undri,54.85 L,649,Under Construction,Possession by Nov 2020,"8,452 / sq ft",,
2,Undri,53.79 L,637,Under Construction,Possession by Nov 2020,"8,457 / sq ft",,
2,Undri,52.26 L,619,Under Construction,Possession by Nov 2020,"8,456 / sq ft",,
1,Bavdhan,43 L,570,Ready to move,,"7,543 / sq ft",,1
1,Wagholi,26 L,540,Ready to move,,"4,814 / sq ft",9,1
3,Hinjewadi,1.05 Cr,1323,Under Construction,Possession by May 2024,"7,960 / sq ft",,3
2,Hinjewadi,69.95 L,967,Under Construction,Possession by May 2024,"7,233 / sq ft",,2
1,Chikhali,28 L,555,Ready to move,,"5,045 / sq ft",1,1
3,Chikhali,64.2 L,1100,Ready to move,,"5,836 / sq ft",2,3
3,Pashan,1.07 Cr,1450,Ready to move,,"7,379 / sq ft",,3
1,Undri,28 L,670,Under Construction,Possession by Jun 2026,"4,179 / sq ft",,1
2,Pashan,95 L,1150,Ready to move,,"8,260 / sq ft",,2
2,Bopodi,95 L,1171,Ready to move,,"8,112 / sq ft",,2
2,Bopodi,92 L,1000,Ready to move,,"9,200 / sq ft",,2
3,Mundhwa,1 Cr,1750,Ready to move,,"5,714 / sq ft",,3
3,Mundhwa,1.12 Cr,1447,Ready to move,,"7,740 / sq ft",3,3
3,Mundhwa,1.02 Cr,2200,Ready to move,,"4,636 / sq ft",6,3
1,Viman Nagar,38 L,610,Ready to move,,"6,229 / sq ft",,1
2,Bavdhan,84 L,1100,Ready to move,,"7,636 / sq ft",10,2
3,Sus,1.1 Cr,1400,Ready to move,,"7,857 / sq ft",,2
2,Bavdhan,85 L,1100,Under Construction,Possession by Aug 2026,"7,727 / sq ft",,2
2,Bavdhan,88 L,1080,Under Construction,Possession by Feb 2024,"8,148 / sq ft",,2
3,Kothrud,1.85 Cr,1350,Under Construction,,"13,703 / sq ft",,3
2,Kothrud,1.19 Cr,1000,Under Construction,,"11,900 / sq ft",,2
2,Lohegaon,70 L,1115,Under Construction,Possession by Mar 2026,"6,278 / sq ft",,2
3,Baner,1.24 Cr,1587,Under Construction,Possession by Nov 2025,"7,813 / sq ft",,3
2,Baner,83 L,1179,Under Construction,Possession by Nov 2025,"7,039 / sq ft",,2
4,Kothrud,2.15 Cr,1800,Under Construction,Possession by May 2023,"11,944 / sq ft",,3
4,Bavdhan,1 Cr,1960,Under Construction,Possession by May 2030,"5,102 / sq ft",,4
2,Ravet,50 L,900,Under Construction,Possession by Feb 2026,"5,555 / sq ft",,2
2,Tathawade,61 L,870,Ready to move,,"7,011 / sq ft",0,2
2,Wakad,69 L,1010,Ready to move,,"6,831 / sq ft",0,2
3,Ravet,69 L,1330,Under Construction,Possession by Dec 2025,"5,187 / sq ft",,3
2,Ravet,51 L,930,Under Construction,Possession by Dec 2025,"5,483 / sq ft",,2
2,Wakad,61 L,920,Under Construction,Possession by Jun 2023,"6,630 / sq ft",,2
2,Tathawade,59 L,920,Under Construction,Possession by May 2024,"6,413 / sq ft",,2
2,Wakad,57 L,981,Ready to move,,"5,810 / sq ft",5,2
2,Wakad,55 L,1012,Ready to move,,"5,434 / sq ft",,2
2,Wakad,52 L,1039,Ready to move,,"5,004 / sq ft",,2
2,Bavdhan,1.05 Cr,1100,Ready to move,,"9,545 / sq ft",10,2
2,Bavdhan,86.1 L,1100,Ready to move,,"7,827 / sq ft",8,2
2,Bavdhan,84 L,1187,Ready to move,,"7,076 / sq ft",11,2
2,Bavdhan,88 L,1180,Ready to move,,"7,457 / sq ft",,2
2,Kharadi,58.71 L,956,Under Construction,,"6,141 / sq ft",,2
3,Manjari,75 L,1000,Under Construction,Possession by Mar 2026,"7,500 / sq ft",,3
2,Manjari,55 L,800,Under Construction,Possession by Mar 2026,"6,875 / sq ft",,2
2,Kharadi,1.2 Cr,900,Ready to move,,"13,333 / sq ft",5,2
3,Kharadi,92 L,1100,Under Construction,Possession by Nov 2027,"8,363 / sq ft",,3
3,Kothrud,1.4 Cr,1260,Ready to move,,"11,111 / sq ft",,3
1,Hinjawadi Village,21.17 L,480,Under Construction,,"4,410 / sq ft",,1
3,Hinjewadi,69.12 L,1142,Under Construction,,"6,052 / sq ft",,3
3,Wakad,1.06 Cr,1365,Ready to move,,"7,765 / sq ft",7,2
2,Pashan,1.25 Cr,1200,Ready to move,,"10,416 / sq ft",5,2
3,Bavdhan,1.24 Cr,1525,Under Construction,Possession by Aug 2026,"8,131 / sq ft",,3
3,Tathawade,74 L,866,Under Construction,Possession by Mar 2024,"8,545 / sq ft",,3
3,Hinjawadi Village,99 L,948,Under Construction,,"10,443 / sq ft",,3
2,Hinjawadi Village,78 L,750,Under Construction,,"10,400 / sq ft",,2
1,Hinjawadi Village,56 L,508,Under Construction,,"11,023 / sq ft",,1
1,Viman Nagar,47 L,450,Under Construction,,"10,444 / sq ft",,1
3,Wakad,92 L,1245,Ready to move,,"7,389 / sq ft",,3
3,Balewadi,1.7 Cr,1327,Under Construction,Possession by Nov 2026,"12,810 / sq ft",,3
3,Balewadi,1.31 Cr,1325,Under Construction,Possession by Dec 2026,"9,886 / sq ft",,3
4,Parvati Darshan,2.6 Cr,1920,Ready to move,,"13,541 / sq ft",,4
2,Sus,66.75 L,1096,Under Construction,Possession by May 2023,"6,090 / sq ft",,2
3,Moshi,83.36 L,1341,Under Construction,,"6,216 / sq ft",,2
3,Moshi,84.2 L,1355,Under Construction,,"6,214 / sq ft",,2
2,Dhanori,59.5 L,1052,Ready to move,,"5,655 / sq ft",,2
1,Mamurdi,23 L,481,Ready to move,,"4,781 / sq ft",,1
2,Ravet,47 L,878,Under Construction,Possession by Dec 2026,"5,353 / sq ft",,2
1,Moshi,33 L,663,Under Construction,,"4,977 / sq ft",,1
2,Ravet,42 L,985,Ready to move,,"4,263 / sq ft",,2
3,Wanowrie,1 Cr,1150,Ready to move,,"8,695 / sq ft",13,3
4,Wanowrie,1.8 Cr,2300,Ready to move,,"7,826 / sq ft",10,4
3,Wanowrie,1.3 Cr,1500,Ready to move,,"8,666 / sq ft",2,3
3,Undri,1.7 Cr,2100,Ready to move,,"8,095 / sq ft",9,3
3,Kondhwa,2.95 Cr,2800,Ready to move,,"10,535 / sq ft",11,3
4,NIBM Annex Mohammadwadi,2.5 Cr,3000,Ready to move,,"8,333 / sq ft",8,3
3,Kondhwa,1.1 Cr,1049,Ready to move,,"10,486 / sq ft",,3
4,Wanowrie,2.55 Cr,2300,Ready to move,,"11,086 / sq ft",,4
3,Bavdhan,1.5 Cr,2160,Under Construction,Possession by Dec 2024,"6,944 / sq ft",,3
3,Balewadi,1.26 Cr,1502,Under Construction,Possession by Aug 2026,"8,388 / sq ft",,3
2,Balewadi,1 Cr,1175,Under Construction,Possession by Dec 2024,"8,510 / sq ft",,2
2,Balewadi,95 L,1139,Under Construction,Possession by Aug 2026,"8,340 / sq ft",,2
4,Balewadi,2.68 Cr,2345,Under Construction,Possession by Dec 2026,"11,428 / sq ft",,4
3,Balewadi,1.85 Cr,1485,Under Construction,Possession by Dec 2026,"12,457 / sq ft",,3
2,Balewadi,90 L,1125,Under Construction,Possession by Dec 2026,"8,000 / sq ft",,2
3,Mundhwa,1.33 Cr,1600,Ready to move,,"8,312 / sq ft",3,3
1,Dighi,36 L,590,Ready to move,,"6,101 / sq ft",,1
3,Moshi,72.5 L,1600,Ready to move,,"4,531 / sq ft",6,3
2,Hadapsar,52 L,898,Ready to move,,"5,790 / sq ft",7,2
1,Bavdhan,45 L,625,Ready to move,,"7,200 / sq ft",9,1
2,Balewadi,93 L,1233,Under Construction,Possession by May 2024,"7,542 / sq ft",,2
2,Bavdhan,78 L,1170,Under Construction,Possession by Dec 2026,"6,666 / sq ft",,2
3,Baner,1.15 Cr,1682,Under Construction,Possession by Nov 2023,"6,837 / sq ft",,3
1,Moshi,28.5 L,520,Ready to move,,"5,480 / sq ft",7,1
5,Kothrud,3.49 Cr,2300,Under Construction,Possession by Aug 2024,"15,173 / sq ft",,4
2,Balewadi,90 L,1100,Under Construction,,"8,181 / sq ft",,2
3,Bhugaon,82 L,1400,Under Construction,Possession by Nov 2023,"5,857 / sq ft",,3
3,Bhugaon,87 L,1450,Under Construction,Possession by Nov 2023,"6,000 / sq ft",,3
4,Bavdhan,1.9 Cr,2735,Under Construction,,"6,946 / sq ft",,4
3,Baner,1.15 Cr,1438,Under Construction,Possession by Aug 2026,"7,997 / sq ft",,3
2,Baner,80 L,1150,Under Construction,Possession by Aug 2026,"6,956 / sq ft",,2
3,Baner,1.2 Cr,1750,Under Construction,Possession by Nov 2023,"6,857 / sq ft",,3
4,Kothrud,2.51 Cr,2200,Under Construction,Possession by May 2023,"11,409 / sq ft",,4
3,Sus,1.15 Cr,1575,Under Construction,,"7,301 / sq ft",,3
2,Sus,85 L,1280,Under Construction,,"6,640 / sq ft",,2
2,Sus,82 L,1195,Under Construction,,"6,861 / sq ft",,2
3,Baner,1.7 Cr,1490,Ready to move,,"11,409 / sq ft",2,2
3,Bavdhan,1.25 Cr,1400,Under Construction,Possession by Feb 2024,"8,928 / sq ft",,3
4,Wakad,87.21 L,3621,Ready to move,,"2,408 / sq ft",,4
2,Wakad,61.21 L,1120,Ready to move,,"5,465 / sq ft",,2
3,Ravet,51.21 L,1525,Ready to move,,"3,358 / sq ft",,3
2,Ravet,46 L,1098,Ready to move,,"4,189 / sq ft",,2
2,Agalambe,71 L,1000,Ready to move,,"7,100 / sq ft",,2
2,Tathawade,50 L,1000,Ready to move,,"5,000 / sq ft",,2
3,Wakad,86 L,1417,Ready to move,,"6,069 / sq ft",3,3
3,Tathawade,65 L,1402,Under Construction,Possession by May 2024,"4,636 / sq ft",,3
3,Tathawade,65 L,988,Under Construction,Possession by Aug 2023,"6,578 / sq ft",,3
3,Tathawade,68 L,1290,Under Construction,Possession by Sep 2025,"5,271 / sq ft",,3
3,Tathawade,67 L,1248,Under Construction,,"5,368 / sq ft",,3
2,Wakad,53.5 L,1134,Ready to move,,"4,717 / sq ft",,2
2,Wakad,65 L,1053,Ready to move,,"6,172 / sq ft",5,2
2,Tathawade,63 L,1080,Ready to move,,"5,833 / sq ft",1,2
2,Tathawade,56 L,1012,Ready to move,,"5,533 / sq ft",1,2
2,Ravet,64 L,1150,Ready to move,,"5,565 / sq ft",0,2
2,Ravet,66 L,1032,Ready to move,,"6,395 / sq ft",7,2
2,Tathawade,53 L,1054,Ready to move,,"5,028 / sq ft",3,2
2,Ravet,59.5 L,1102,Ready to move,,"5,399 / sq ft",,2
2,Tathawade,54.2 L,1012,Ready to move,,"5,355 / sq ft",,2
1,Wagholi,45 L,700,Ready to move,,"6,428 / sq ft",7,2
1,Wagholi,46 L,700,Ready to move,,"6,571 / sq ft",7,1
2,Wagholi,47 L,960,Ready to move,,"4,895 / sq ft",3,2
2,Wakad,82 L,921,Ready to move,,"8,903 / sq ft",,2
2,Baner,80 L,1092,Ready to move,,"7,326 / sq ft",10,2
2,Wakad,85 L,821,Under Construction,Possession by May 2027,"10,353 / sq ft",,2
2,Tathawade,77 L,766,Under Construction,Possession by Nov 2025,"10,052 / sq ft",,2
4,Baner,2.7 Cr,2213,Ready to move,,"12,200 / sq ft",,4
2,Bhosari,72 L,1119,Ready to move,,"6,434 / sq ft",7,2
4,Balewadi,2.02 Cr,2400,Under Construction,Possession by Nov 2026,"8,416 / sq ft",,4
4,Wakad,3.2 Cr,2500,Ready to move,,"12,800 / sq ft",,5
4,Baner,3.37 Cr,2500,Under Construction,Possession by Dec 2026,"13,480 / sq ft",,4
2,Tathawade,56.45 L,986,Under Construction,Possession by Jun 2023,"5,725 / sq ft",,2
2,Ravet,59.8 L,1108,Under Construction,Possession by Dec 2024,"5,397 / sq ft",,2
2,Wakad,65.25 L,1061,Ready to move,,"6,149 / sq ft",0,2
2,Wakad,65.25 L,1061,Ready to move,,"6,149 / sq ft",0,2
2,Wakad,62.5 L,1016,Ready to move,,"6,151 / sq ft",,2
1,Warje,52 L,650,Ready to move,,"8,000 / sq ft",13,1
1,Moshi,28.5 L,650,Ready to move,,"4,384 / sq ft",4,1
2,Wagholi,38.52 L,865,Under Construction,Possession by Mar 2024,"4,453 / sq ft",,2
2,Wagholi,37.25 L,854,Under Construction,Possession by Mar 2024,"4,361 / sq ft",,2
2,Wagholi,38.2 L,852,Ready to move,,"4,483 / sq ft",,2
2,Wagholi,37.52 L,852,Under Construction,Possession by Mar 2024,"4,403 / sq ft",,2
2,Wagholi,38 L,852,Under Construction,Possession by Mar 2024,"4,460 / sq ft",,2
2,Wagholi,39 L,835,Under Construction,Possession by Mar 2024,"4,670 / sq ft",,2
1,Chakan,22.51 L,632,Ready to move,,"3,561 / sq ft",5,1
2,Kharadi,95 L,1151,Ready to move,,"8,253 / sq ft",1,2
3,Kharadi,1.52 Cr,1730,Ready to move,,"8,786 / sq ft",0,3
2,Dhayari Phata,64 L,1260,Ready to move,,"5,079 / sq ft",,2
3,Bopodi,1.02 Cr,2290,Ready to move,,"4,454 / sq ft",,2
2,Baner,1.15 Cr,1150,Ready to move,,"10,000 / sq ft",5,2
2,Baner,90 L,1200,Ready to move,,"7,500 / sq ft",5,2
2,Baner,93 L,1100,Ready to move,,"8,454 / sq ft",10,2
2,Balewadi,1.12 Cr,1050,Ready to move,,"10,666 / sq ft",8,2
1,Kasarwadi,19 L,402,Ready to move,,"4,726 / sq ft",,1
2,Wagholi,36.52 L,856,Ready to move,,"4,266 / sq ft",,2
2,Wagholi,45.2 L,1023,Ready to move,,"4,418 / sq ft",4,2
2,Wagholi,45.2 L,1012,Ready to move,,"4,466 / sq ft",4,2
2,Wagholi,38.52 L,852,Ready to move,,"4,521 / sq ft",,2
2,Wagholi,36.52 L,920,Under Construction,,"3,969 / sq ft",,2
2,Wagholi,44.25 L,956,Under Construction,Possession by Dec 2025,"4,628 / sq ft",,2
2,Wagholi,40 L,865,Under Construction,Possession by Apr 2024,"4,624 / sq ft",,2
2,Wagholi,52 L,1256,Under Construction,,"4,140 / sq ft",,2
2,Wagholi,45.2 L,985,Under Construction,Possession by Oct 2024,"4,588 / sq ft",,2
2,Wagholi,39.52 L,852,Under Construction,Possession by Mar 2024,"4,639 / sq ft",,2
2,Wagholi,37.25 L,854,Under Construction,Possession by Mar 2024,"4,361 / sq ft",,2
1,Pimpri,42.5 L,593,Under Construction,,"7,166 / sq ft",,2
1,Wakad,52 L,780,Ready to move,,"6,666 / sq ft",,1
2,Kothrud,90 L,1125,Ready to move,,"8,000 / sq ft",,2
2,Bavdhan,65 L,1125,Ready to move,,"5,777 / sq ft",,2
2,Wakad,66 L,950,Ready to move,,"6,947 / sq ft",2,2
4,Wakad,1.66 Cr,1800,Under Construction,,"9,259 / sq ft",,3
2,Balewadi,65 L,1280,Under Construction,,"5,078 / sq ft",,2
3,Hinjewadi,1.15 Cr,1300,Ready to move,,"8,846 / sq ft",8,2
2,Sus,65 L,970,Ready to move,,"6,701 / sq ft",5,2
3,Ravet,76.25 L,1398,Under Construction,Possession by Dec 2024,"5,454 / sq ft",,3
3,Baner,1.33 Cr,1450,Under Construction,,"9,172 / sq ft",,3
1,Sunarwadi,45 L,614,Ready to move,,"7,328 / sq ft",3,1
2,Baner,93 L,1100,Under Construction,,"8,454 / sq ft",,2
1,Sunarwadi,45 L,614,Ready to move,,"7,328 / sq ft",3,1
3,Baner,1.5 Cr,1700,Ready to move,,"8,823 / sq ft",2,3
2,Balewadi,80 L,1092,Ready to move,,"7,326 / sq ft",13,2
2,Wagholi,38.52 L,854,Under Construction,Possession by Mar 2024,"4,510 / sq ft",,2
1,Hadapsar,28.5 L,711,Ready to move,,"4,008 / sq ft",7,2
2,Hadapsar,39.5 L,887,Ready to move,,"4,453 / sq ft",7,2
3,Hadapsar,67.5 L,1200,Ready to move,,"5,625 / sq ft",7,2
2,Wagholi,45 L,850,Under Construction,,"5,294 / sq ft",,2
2,Mundhwa,66 L,1050,Under Construction,Possession by Nov 2025,"6,285 / sq ft",,2
2,Wagholi,44 L,1050,Under Construction,Possession by Dec 2025,"4,190 / sq ft",,2
2,Wagholi,45 L,930,Under Construction,Possession by Dec 2025,"4,838 / sq ft",,2
1,Wagholi,34.2 L,780,Ready to move,,"4,384 / sq ft",4,1
2,Wagholi,45.5 L,900,Ready to move,,"5,055 / sq ft",1,2
2,Wagholi,44.9 L,850,Under Construction,,"5,282 / sq ft",,2
2,Wagholi,45 L,850,Under Construction,,"5,294 / sq ft",,2
1,Thergaon,39.5 L,610,Ready to move,,"6,475 / sq ft",4,1
1,Pirangut,28 L,760,Ready to move,,"3,684 / sq ft",3,2
2,Kothrud,92 L,930,Ready to move,,"9,892 / sq ft",,2
2,Hadapsar,55 L,889,Ready to move,,"6,186 / sq ft",7,2
2,Kothrud,90 L,950,Ready to move,,"9,473 / sq ft",,2
2,Handewadi,38 L,950,Ready to move,,"4,000 / sq ft",6,2
4,Pimple Saudagar,4.71 Cr,4120,Ready to move,,"11,433 / sq ft",,2
1,Hinjewadi,50 L,570,Ready to move,,"8,771 / sq ft",,1
1,Wakad,51 L,680,Ready to move,,"7,500 / sq ft",,1
1,Ambegaon Budruk,24 L,420,Under Construction,Possession by May 2025,"5,714 / sq ft",,1
2,Mundhwa,80 L,1100,Ready to move,,"7,272 / sq ft",3,2
2,Hinjewadi,93.5 L,1300,Ready to move,,"7,192 / sq ft",7,2
2,Hinjewadi,1.05 Cr,1405,Ready to move,,"7,473 / sq ft",,2
1,Hinjewadi,38 L,570,Ready to move,,"6,666 / sq ft",,1
5,Hinjewadi,2.65 Cr,2860,Ready to move,,"9,265 / sq ft",,5
1,Wagholi,41 L,418,Ready to move,,"9,808 / sq ft",4,1
2,Wagholi,73 L,664,Ready to move,,"10,993 / sq ft",4,2
2,NIBM Annex Mohammadwadi,55 L,1141,Ready to move,,"4,820 / sq ft",5,2
2,Mahalunge,72 L,670,Under Construction,Possession by Dec 2028,"10,746 / sq ft",,
2,Mahalunge,72 L,670,Under Construction,Possession by Dec 2028,"10,746 / sq ft",,
2,Mahalunge,72 L,670,Under Construction,Possession by Dec 2028,"10,746 / sq ft",,
2,Mahalunge,72 L,670,Under Construction,Possession by Dec 2028,"10,746 / sq ft",,
3,Mahalunge,1.69 Cr,1446,Under Construction,Possession by Dec 2028,"11,687 / sq ft",,
3,Mahalunge,1.69 Cr,1446,Under Construction,Possession by Dec 2028,"11,687 / sq ft",,
3,Mahalunge,1.15 Cr,926,Under Construction,Possession by Dec 2028,"12,419 / sq ft",,
3,Mahalunge,1.15 Cr,926,Under Construction,Possession by Dec 2028,"12,419 / sq ft",,
2,Mahalunge,97.5 L,861,Under Construction,Possession by Dec 2028,"11,324 / sq ft",,
2,Mahalunge,97.5 L,861,Under Construction,Possession by Dec 2028,"11,324 / sq ft",,
4,Mahalunge,1.49 Cr,1776,Under Construction,Possession by Dec 2028,"8,389 / sq ft",,
4,Mahalunge,1.49 Cr,1776,Under Construction,Possession by Dec 2028,"8,389 / sq ft",,
3,Hinjewadi,1.29 Cr,1150,Under Construction,Possession by Dec 2023,"11,304 / sq ft",,
3,Hinjewadi,1.29 Cr,1150,Under Construction,Possession by Dec 2023,"11,304 / sq ft",,
2,Hinjewadi,92.28 L,824,Under Construction,Possession by Dec 2023,"11,200 / sq ft",,
2,Hinjewadi,92.28 L,824,Under Construction,Possession by Dec 2023,"11,200 / sq ft",,
2,Hinjewadi,84 L,750,Under Construction,Possession by Dec 2023,"11,200 / sq ft",,
2,Hinjewadi,84 L,750,Under Construction,Possession by Dec 2023,"11,200 / sq ft",,
3,Hinjewadi,1.29 Cr,1150,Under Construction,Possession by Dec 2023,"11,304 / sq ft",,
3,Hinjewadi,1.29 Cr,1150,Under Construction,Possession by Dec 2023,"11,304 / sq ft",,
2,Hinjewadi,92.28 L,824,Under Construction,Possession by Dec 2023,"11,200 / sq ft",,
2,Hinjewadi,92.28 L,824,Under Construction,Possession by Dec 2023,"11,200 / sq ft",,
2,Hinjewadi,84 L,750,Under Construction,Possession by Dec 2023,"11,200 / sq ft",,
2,Hinjewadi,84 L,750,Under Construction,Possession by Dec 2023,"11,200 / sq ft",,
3,Wagholi,85 L,811,Under Construction,Possession by Jun 2027,"10,480 / sq ft",,
3,Wagholi,85 L,811,Under Construction,Possession by Jun 2027,"10,480 / sq ft",,
3,Wagholi,85 L,811,Under Construction,Possession by Jun 2027,"10,480 / sq ft",,
3,Wagholi,85 L,811,Under Construction,Possession by Jun 2027,"10,480 / sq ft",,
2,Wagholi,68.99 L,760,Under Construction,Possession by Jun 2027,"9,090 / sq ft",,
2,Wagholi,68.99 L,760,Under Construction,Possession by Jun 2027,"9,090 / sq ft",,
2,Wagholi,66 L,613,Under Construction,Possession by Jun 2027,"10,766 / sq ft",,
2,Wagholi,66 L,613,Under Construction,Possession by Jun 2027,"10,766 / sq ft",,
3,Wagholi,81.99 L,639,Under Construction,Possession by Jun 2027,"12,832 / sq ft",,
3,Wagholi,81.99 L,639,Under Construction,Possession by Jun 2027,"12,832 / sq ft",,
1,Moshi,29.5 L,650,Ready to move,,"4,538 / sq ft",7,1
1,Moshi,26.5 L,640,Ready to move,,"4,140 / sq ft",6,1
2,Moshi,41.2 L,820,Ready to move,,"5,024 / sq ft",6,2
1,Moshi,26.52 L,620,Ready to move,,"4,277 / sq ft",6,1
1,Chikhali,24.2 L,620,Ready to move,,"3,903 / sq ft",3,1
2,Wagholi,50 L,793,Ready to move,,"6,305 / sq ft",7,2
2,Wagholi,45 L,860,Ready to move,,"5,232 / sq ft",6,2
2,Wagholi,40 L,956,Ready to move,,"4,184 / sq ft",3,2
2,Balewadi,89.36 L,1075,Ready to move,,"8,312 / sq ft",,2
2,Balewadi,84.26 L,1115,Ready to move,,"7,556 / sq ft",1,2
2,Balewadi,79.04 L,1044,Ready to move,,"7,570 / sq ft",1,2
3,Mahalunge,73.26 L,1185,Ready to move,,"6,182 / sq ft",,3
2,Balewadi,63.27 L,1171,Ready to move,,"5,403 / sq ft",,2
2,Balewadi,58.37 L,1080,Ready to move,,"5,404 / sq ft",,2
1,Tathawade,50.59 L,642,Under Construction,Possession by May 2023,"7,880 / sq ft",,
1,Tathawade,42.03 L,520,Under Construction,Possession by May 2023,"8,082 / sq ft",,
1,Tathawade,42.03 L,520,Under Construction,Possession by May 2023,"8,082 / sq ft",,
1,Tathawade,36.68 L,446,Under Construction,Possession by May 2023,"8,224 / sq ft",,
1,Tathawade,36.68 L,446,Under Construction,Possession by May 2023,"8,224 / sq ft",,
2,Tathawade,55.34 L,699,Under Construction,Possession by May 2023,"7,917 / sq ft",,
2,Tathawade,55.34 L,699,Under Construction,Possession by May 2023,"7,917 / sq ft",,
1,Tathawade,37.75 L,464,Under Construction,Possession by May 2023,"8,135 / sq ft",,
1,Tathawade,37.75 L,464,Under Construction,Possession by May 2023,"8,135 / sq ft",,
1,Hinjewadi,40.5 L,550,Ready to move,,"7,363 / sq ft",,1
3,Wakad,91.36 L,1325,Under Construction,Possession by Nov 2023,"6,895 / sq ft",,3
4,Bavdhan,79.9 L,1180,Under Construction,Possession by May 2027,"6,771 / sq ft",,2
3,Bavdhan,80 L,1215,Under Construction,Possession by Jun 2028,"6,584 / sq ft",,2
3,Bavdhan,1.17 Cr,1593,Under Construction,Possession by Nov 2026,"7,344 / sq ft",,3
5,Sopan Baug,6.6 Cr,5324,Under Construction,Possession by May 2026,"12,397 / sq ft",,
5,Sopan Baug,6.6 Cr,5324,Under Construction,Possession by May 2026,"12,397 / sq ft",,
5,Sopan Baug,6.6 Cr,5324,Under Construction,Possession by May 2026,"12,397 / sq ft",,
5,Sopan Baug,6.6 Cr,5324,Under Construction,Possession by May 2026,"12,397 / sq ft",,
2,Sopan Baug,1.8 Cr,1342,Under Construction,Possession by May 2026,"13,413 / sq ft",,
2,Sopan Baug,1.8 Cr,1342,Under Construction,Possession by May 2026,"13,413 / sq ft",,
3,Kondhwa,90 L,1400,Ready to move,,"6,428 / sq ft",16,3
2,Kondhwa,70 L,1000,Ready to move,,"7,000 / sq ft",16,2
1,Kondhwa,45 L,610,Ready to move,,"7,377 / sq ft",16,1
1,Kondhwa,41 L,610,Ready to move,,"6,721 / sq ft",16,1
1,Kondhwa,40 L,610,Ready to move,,"6,557 / sq ft",16,1
1,Kondhwa,40 L,610,Ready to move,,"6,557 / sq ft",16,1
1,Kondhwa,41 L,610,Ready to move,,"6,721 / sq ft",16,1
3,Kondhwa,92 L,1400,Ready to move,,"6,571 / sq ft",16,3
1,Kondhwa,44 L,610,Ready to move,,"7,213 / sq ft",16,1
1,Kondhwa,43 L,610,Ready to move,,"7,049 / sq ft",16,1
1,Kondhwa,42 L,610,Ready to move,,"6,885 / sq ft",16,1
2,Kondhwa,75 L,1000,Ready to move,,"7,500 / sq ft",17,2
3,Kondhwa,85 L,1500,Ready to move,,"5,666 / sq ft",16,3
3,Kondhwa,80 L,850,Ready to move,,"9,411 / sq ft",17,2
3,Kondhwa,1.1 Cr,1500,Ready to move,,"7,333 / sq ft",16,3
3,Kondhwa,1.1 Cr,1500,Ready to move,,"7,333 / sq ft",16,3
3,Kondhwa,1.1 Cr,1500,Ready to move,,"7,333 / sq ft",16,3
3,Kondhwa,85 L,1500,Ready to move,,"5,666 / sq ft",16,3
3,Kondhwa,95 L,1500,Ready to move,,"6,333 / sq ft",17,3
3,Kondhwa,1.2 Cr,1500,Ready to move,,"8,000 / sq ft",17,3
3,Kondhwa,1.1 Cr,1500,Ready to move,,"7,333 / sq ft",16,3
3,NIBM Annex Mohammadwadi,1.2 Cr,1500,Ready to move,,"8,000 / sq ft",17,3
3,Kondhwa,85 L,1700,Ready to move,,"5,000 / sq ft",14,3
2,Kondhwa,70 L,1000,Ready to move,,"7,000 / sq ft",17,2
2,Kondhwa,70 L,1000,Ready to move,,"7,000 / sq ft",16,2
2,Kondhwa,65 L,1000,Ready to move,,"6,500 / sq ft",16,2
3,Kondhwa,1.1 Cr,1500,Ready to move,,"7,333 / sq ft",16,3
3,Kondhwa,85 L,1400,Ready to move,,"6,071 / sq ft",16,3
3,Kondhwa,1.2 Cr,1500,Ready to move,,"8,000 / sq ft",15,3
3,Kondhwa,1 Cr,1400,Ready to move,,"7,142 / sq ft",16,3
2,Kondhwa,65 L,1100,Ready to move,,"5,909 / sq ft",16,2
3,Undri,95 L,1500,Ready to move,,"6,333 / sq ft",18,3
3,Undri,1.25 Cr,2500,Ready to move,,"5,000 / sq ft",16,3
3,NIBM Annex Mohammadwadi,1.8 Cr,1400,Ready to move,,"12,857 / sq ft",16,3
3,Kondhwa,90 L,1500,Ready to move,,"6,000 / sq ft",17,3
